24112020;625;A;ERN;0,3566;0,3602;15;15,15
24112020;630;A;NGN;0,01416;0,01419;380,7;381,7
24112020;635;A;AOA;0,008232;0,00836;646,375;656,375
24112020;640;A;TWD;0,1895;0,1896;28,507;28,517
24112020;642;A;TRY;0,673;0,6738;8,0201;8,0281
24112020;660;A;PEN;1,4984;1,5002;3,602;3,606
24112020;665;A;BTN;0,07297;0,07302;74,0011;74,0421
24112020;670;A;MRO;0,01505;0,01518;356;359
24112020;671;A;MRU;0,1385;0,1435;37,66;39
24112020;680;B;TOP;2,2861;2,4317;0,4231;0,45
24112020;685;A;MOP;0,6757;0,6768;7,984;7,996
24112020;706;A;ARS;0,06696;0,06698;80,68;80,69
24112020;715;A;CLP;0,006982;0,006987;773,43;773,83
24112020;720;A;COP;0,001482;0,001484;3641,14;3645,14
24112020;725;A;CUP;5,4031;5,4037;1;1
24112020;730;A;DOP;0,09258;0,09278;58,24;58,36
24112020;735;A;PHP;0,1121;0,1122;48,166;48,186
24112020;741;A;MXN;0,2694;0,2694;20,056;20,059
24112020;745;A;UYU;0,1265;0,1266;42,68;42,71
24112020;755;B;BWP;0,4852;0,4885;0,0898;0,0904
24112020;760;A;MWK;0,00701;0,007197;750,79;770,79
24112020;766;A;ZMW;0,2567;0,2581;20,94;21,05
24112020;770;A;GTQ;0,6927;0,6946;7,78;7,8
24112020;775;A;MMK;0,004109;0,004125;1310;1315
24112020;778;B;PGK;1,5129;1,559;0,28;0,2885
24112020;779;A;HRK;0,8481;0,8488;6,3662;6,3712
24112020;780;A;LAK;0,0005758;0,0005847;9242,48;9382,88
24112020;785;A;ZAR;0,3538;0,3539;15,2684;15,2709
24112020;795;A;CNY;0,8195;0,82;6,59;6,593
24112020;796;A;CNH;0,8202;0,8204;6,5866;6,5877
24112020;800;A;QAR;1,4836;1,4845;3,64;3,642
24112020;805;A;OMR;14,0304;14,0392;0,3849;0,3851
24112020;810;A;YER;0,0214;0,02197;246;252,43
24112020;815;A;IRR;0,0001286;0,0001287;42000;42000
24112020;820;A;SAR;1,4405;1,441;3,75;3,7508
24112020;825;A;KHR;0,001331;0,001338;4040;4060
24112020;828;A;MYR;1,3211;1,3228;4,085;4,09
24112020;830;A;RUB;0,07129;0,07133;75,76;75,79
24112020;831;A;BYN;2,1122;2,1174;2,5521;2,5581
24112020;835;A;TJS;0,4769;0,4771;11,325;11,33
24112020;840;A;MUR;0,1349;0,1359;39,75;40,05
24112020;845;A;NPR;0,04563;0,04564;118,41;118,42
24112020;850;A;SCR;0,2573;0,2621;20,62;21
24112020;855;A;LKR;0,02908;0,02915;185,4;185,8
24112020;860;A;INR;0,0729;0,07295;74,0726;74,1121
24112020;865;A;IDR;0,0003813;0,0003822;14140;14170
24112020;870;A;MVR;0,3486;0,3504;15,42;15,5
24112020;875;A;PKR;0,03361;0,03365;160,6;160,75
24112020;880;A;ILS;1,6196;1,6199;3,3359;3,336
24112020;892;A;KGS;0,06368;0,06373;84,79;84,8443
24112020;893;A;UZS;0,0005185;0,0005191;10409,86;10419,86
24112020;905;A;BDT;0,06366;0,06399;84,45;84,88
24112020;912;B;WST;2,0586;2,1696;0,381;0,4015
24112020;913;A;KZT;0,01269;0,0127;425,42;425,76
24112020;915;A;MNT;0,001879;0,00193;2800;2875
24112020;920;A;VUV;0,0474;0,04862;111,15;114
24112020;930;A;KRW;0,00486;0,004862;1111,46;1111,71
24112020;946;A;TZS;0,002325;0,002335;2314;2324
24112020;950;A;KES;0,04916;0,04926;109,7;109,9
24112020;955;A;UGX;0,001456;0,001461;3700;3710
24112020;960;A;SOS;0,009284;0,009398;575;582
24112020;975;A;PLN;1,4369;1,4375;3,7591;3,7602
24112020;978;B;EUR;6,4151;6,4164;1,1873;1,1874
24112020;998;A;XAU;313,5868;313,6216;0,01723;0,01723
